마케팅신업종,,,,,,,,표준산업분류(KSIC10),,,
KBMLC,KBMLN,KBMMC,KBMMN,KBMSC,KBMSN,KBMSSC,KBMSSN,BZC_CD,BZC_NM,BZC_CD1,BZC_CD3
F,음식,F16,한식,F161,돼지고기,F16103,돼지갈비전문점,I56113,한식 육류요리 전문점,I56,I56
F,음식,F16,한식,F161,돼지고기,F16104,두루치기전문점,I56113,한식 육류요리 전문점,I56,I56
F,음식,F16,한식,F161,돼지고기,F16106,보쌈전문점,I56113,한식 육류요리 전문점,I56,I56
F,음식,F16,한식,F161,돼지고기,F16107,삼겹살/구이전문점,I56113,한식 육류요리 전문점,I56,I56
F,음식,F16,한식,F161,돼지고기,F16108,쌈밥전문점,I56113,한식 육류요리 전문점,I56,I56
F,음식,F16,한식,F161,돼지고기,F16109,족발전문점,I56113,한식 육류요리 전문점,I56,I56
F,음식,F16,한식,F163,닭고기,F16301,닭갈비전문점,I56113,한식 육류요리 전문점,I56,I56
F,음식,F16,한식,F163,닭고기,F16302,닭강정전문점,I56113,한식 육류요리 전문점,I56,I56
F,음식,F16,한식,F163,닭고기,F16303,닭발/닭내장전문점,I56113,한식 육류요리 전문점,I56,I56
F,음식,F16,한식,F163,닭고기,F16304,닭볶음탕전문점,I56113,한식 육류요리 전문점,I56,I56
F,음식,F16,한식,F163,닭고기,F16305,불닭전문점,I56113,한식 육류요리 전문점,I56,I56
F,음식,F16,한식,F163,닭고기,F16306,삼계탕/백숙전문점,I56113,한식 육류요리 전문점,I56,I56
F,음식,F16,한식,F163,닭고기,F16307,옻닭전문점,I56113,한식 육류요리 전문점,I56,I56
F,음식,F16,한식,F163,닭고기,F16308,찜닭전문점,I56113,한식 육류요리 전문점,I56,I56
F,음식,F16,한식,F164,소고기,F16402,불고기전문점,I56113,한식 육류요리 전문점,I56,I56
F,음식,F16,한식,F164,소고기,F16403,소고기구이전문점,I56113,한식 육류요리 전문점,I56,I56
F,음식,F16,한식,F164,소고기,F16404,육회전문점,I56113,한식 육류요리 전문점,I56,I56
F,음식,F16,한식,F166,기타고기,F16601,기타고기요리전문점,I56113,한식 육류요리 전문점,I56,I56
F,음식,F16,한식,F166,기타고기,F16602,보신탕전문점,I56113,한식 육류요리 전문점,I56,I56
F,음식,F16,한식,F166,기타고기,F16603,양고기/양꼬치전문점,I56113,한식 육류요리 전문점,I56,I56
F,음식,F16,한식,F166,기타고기,F16604,오리고기전문점,I56113,한식 육류요리 전문점,I56,I56
F,음식,F16,한식,F165,해산물,F16501,갈치전문점,I56114,한식 해산물요리 전문점,I56,I56
F,음식,F16,한식,F165,해산물,F16502,게장전문점,I56114,한식 해산물요리 전문점,I56,I56
F,음식,F16,한식,F165,해산물,F16503,고등어전문점,I56114,한식 해산물요리 전문점,I56,I56
F,음식,F16,한식,F165,해산물,F16504,곰장어전문점,I56114,한식 해산물요리 전문점,I56,I56
F,음식,F16,한식,F165,해산물,F16505,굴요리전문점,I56114,한식 해산물요리 전문점,I56,I56
F,음식,F16,한식,F165,해산물,F16506,기타수산물음식전문점,I56114,한식 해산물요리 전문점,I56,I56
F,음식,F16,한식,F165,해산물,F16507,낙지/쭈꾸미전문점,I56114,한식 해산물요리 전문점,I56,I56
F,음식,F16,한식,F165,해산물,F16508,문어전문점,I56114,한식 해산물요리 전문점,I56,I56
F,음식,F16,한식,F165,해산물,F16509,물회전문점,I56114,한식 해산물요리 전문점,I56,I56
F,음식,F16,한식,F165,해산물,F16510,민물장어전문점,I56114,한식 해산물요리 전문점,I56,I56
F,음식,F16,한식,F165,해산물,F16511,바닷가재/게요리전문점,I56114,한식 해산물요리 전문점,I56,I56
F,음식,F16,한식,F165,해산물,F16512,복요리전문점,I56114,한식 해산물요리 전문점,I56,I56
F,음식,F16,한식,F165,해산물,F16513,생선구이/찜전문점,I56114,한식 해산물요리 전문점,I56,I56
F,음식,F16,한식,F165,해산물,F16514,생선탕전문점,I56114,한식 해산물요리 전문점,I56,I56
F,음식,F16,한식,F165,해산물,F16515,아구찜/탕전문점,I56114,한식 해산물요리 전문점,I56,I56
F,음식,F16,한식,F165,해산물,F16516,연어전문점,I56114,한식 해산물요리 전문점,I56,I56
F,음식,F16,한식,F165,해산물,F16517,오징어전문점,I56114,한식 해산물요리 전문점,I56,I56
F,음식,F16,한식,F165,해산물,F16518,조개구이/찜전문점,I56114,한식 해산물요리 전문점,I56,I56
F,음식,F16,한식,F165,해산물,F16519,추어탕전문점,I56114,한식 해산물요리 전문점,I56,I56
F,음식,F16,한식,F165,해산물,F16520,해물찜/탕전문점,I56114,한식 해산물요리 전문점,I56,I56
F,음식,F16,한식,F165,해산물,F16521,홍어전문점,I56114,한식 해산물요리 전문점,I56,I56
F,음식,F16,한식,F165,해산물,F16522,황태전문점,I56114,한식 해산물요리 전문점,I56,I56
F,음식,F16,한식,F165,해산물,F16523,횟집,I56114,한식 해산물요리 전문점,I56,I56
F,음식,F12,중식,F120,NULL,F12001,일반중국음식전문점,I56121,중식 음식점업,I56,I56
F,음식,F12,중식,F120,NULL,F12002,짬뽕전문점,I56121,중식 음식점업,I56,I56
F,음식,F12,중식,F120,NULL,F12003,탄탄면전문점,I56121,중식 음식점업,I56,I56
F,음식,F12,중식,F120,NULL,F12004,탕수육전문점,I56121,중식 음식점업,I56,I56
F,음식,F12,중식,F120,NULL,F12005,마라/샹궈/훠궈전문점,I56121,중식 음식점업,I56,I56
F,음식,F10,일식,F100,NULL,F10001,간이일식,I56122,일식 음식점업,I56,I56
F,음식,F10,일식,F101,돼지고기,F10101,돈가스전문점,I56122,일식 음식점업,I56,I56
F,음식,F10,일식,F102,면요리,F10201,라멘전문점,I56122,일식 음식점업,I56,I56
F,음식,F10,일식,F103,밥요리,F10301,덮밥/가정식전문점,I56122,일식 음식점업,I56,I56
F,음식,F10,일식,F104,해산물,F10401,일식전문점,I56122,일식 음식점업,I56,I56
F,음식,F10,일식,F104,해산물,F10402,참치전문점,I56122,일식 음식점업,I56,I56
F,음식,F10,일식,F104,해산물,F10403,초밥전문점,I56122,일식 음식점업,I56,I56
F,음식,F07,양식,F070,종합양식,F07001,종합양식,I56123,서양식 음식점업,I56,I56
F,음식,F07,양식,F070,종합양식,F07002,패밀리레스토랑,I56123,서양식 음식점업,I56,I56
F,음식,F07,양식,F071,돼지고기,F07101,바베큐전문점,I56123,서양식 음식점업,I56,I56
F,음식,F07,양식,F072,면요리,F07201,스파게티전문점,I56123,서양식 음식점업,I56,I56
F,음식,F07,양식,F073,밥요리,F07301,리조또전문점,I56123,서양식 음식점업,I56,I56
F,음식,F07,양식,F073,밥요리,F07302,볶음밥전문점,I56123,서양식 음식점업,I56,I56
F,음식,F07,양식,F074,소고기,F07401,스테이크전문점,I56123,서양식 음식점업,I56,I56
F,음식,F02,기타외국식,F020,NULL,F02001,기타동남아식전문점,I56129,기타 외국식 음식점업,I56,I56
F,음식,F02,기타외국식,F020,NULL,F02002,쌀국수전문점,I56129,기타 외국식 음식점업,I56,I56
F,음식,F02,기타외국식,F020,NULL,F02003,카레전문점,I56129,기타 외국식 음식점업,I56,I56
F,음식,F05,휴게소/구내식당,F050,NULL,F05001,위탁급식/케이터링,I56141,출장 음식 서비스업,I56,I56
F,음식,F13,출장 및 이동음식업,F130,NULL,F13001,이동음식업,I56141,출장 음식 서비스업,I56,I56
F,음식,F13,출장 및 이동음식업,F130,NULL,F13002,출장음식업,I56141,출장 음식 서비스업,I56,I56
F,음식,F03,떡/한과,F030,NULL,F03001,떡/한과전문점,G47216,"빵류, 과자류 및 당류 소매업",I56,I56
F,음식,F11,제과/제빵,F110,NULL,F11001,고로케전문점,G47216,"빵류, 과자류 및 당류 소매업",I56,I56
F,음식,F11,제과/제빵,F110,NULL,F11002,꽈배기전문점,G47216,"빵류, 과자류 및 당류 소매업",I56,I56
F,음식,F11,제과/제빵,F110,NULL,F11003,도너츠전문점,G47216,"빵류, 과자류 및 당류 소매업",I56,I56
F,음식,F11,제과/제빵,F110,NULL,F11004,마카롱전문점,G47216,"빵류, 과자류 및 당류 소매업",I56,I56
F,음식,F11,제과/제빵,F110,NULL,F11005,베이글전문점,G47216,"빵류, 과자류 및 당류 소매업",I56,I56
F,음식,F11,제과/제빵,F110,NULL,F11006,붕어빵전문점,G47216,"빵류, 과자류 및 당류 소매업",I56,I56
F,음식,F11,제과/제빵,F110,NULL,F11007,식빵전문점,G47216,"빵류, 과자류 및 당류 소매업",I56,I56
F,음식,F11,제과/제빵,F110,NULL,F11008,와플/파이전문점,G47216,"빵류, 과자류 및 당류 소매업",I56,I56
F,음식,F11,제과/제빵,F110,NULL,F11009,제과점,G47216,"빵류, 과자류 및 당류 소매업",I56,I56
F,음식,F11,제과/제빵,F110,NULL,F11010,찐빵전문점,G47216,"빵류, 과자류 및 당류 소매업",I56,I56
F,음식,F11,제과/제빵,F110,NULL,F11011,츄러스전문점,G47216,"빵류, 과자류 및 당류 소매업",I56,I56
F,음식,F11,제과/제빵,F110,NULL,F11012,케이크전문점,G47216,"빵류, 과자류 및 당류 소매업",I56,I56
F,음식,F11,제과/제빵,F110,NULL,F11013,쿠키전문점,G47216,"빵류, 과자류 및 당류 소매업",I56,I56
F,음식,F11,제과/제빵,F110,NULL,F11014,타르트전문점,G47216,"빵류, 과자류 및 당류 소매업",I56,I56
F,음식,F11,제과/제빵,F110,NULL,F11015,호두과자전문점,G47216,"빵류, 과자류 및 당류 소매업",I56,I56
F,음식,F11,제과/제빵,F110,NULL,F11016,호떡전문점,G47216,"빵류, 과자류 및 당류 소매업",I56,I56
F,음식,F15,패스트푸드,F150,NULL,F15003,브런치전문점,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",I56,I56
F,음식,F15,패스트푸드,F150,NULL,F15004,샌드위치전문점,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",I56,I56
F,음식,F15,패스트푸드,F150,NULL,F15005,샐러드전문점,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",I56,I56
F,음식,F15,패스트푸드,F150,NULL,F15008,타코/부리또전문점,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",I56,I56
F,음식,F15,패스트푸드,F150,NULL,F15009,토스트전문점,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",I56,I56
F,음식,F15,패스트푸드,F150,NULL,F15010,피자전문점,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",I56,I56
F,음식,F15,패스트푸드,F150,NULL,F15011,핫도그전문점,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",I56,I56
F,음식,F15,패스트푸드,F150,NULL,F15012,햄버거전문점,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",I56,I56
F,음식,F15,패스트푸드,F150,NULL,F15006,치킨전문점,I56193,치킨 전문점,I56,I56
F,음식,F04,분식,F040,NULL,F04001,김밥전문점,I56194,김밥 및 기타 간이 음식점업,I56,I56
F,음식,F04,분식,F040,NULL,F04002,떡볶이전문점,I56194,김밥 및 기타 간이 음식점업,I56,I56
F,음식,F04,분식,F040,NULL,F04003,만두전문점,I56194,김밥 및 기타 간이 음식점업,I56,I56
F,음식,F04,분식,F040,NULL,F04004,어묵전문점,I56194,김밥 및 기타 간이 음식점업,I56,I56
F,음식,F04,분식,F040,NULL,F04005,종합분식,I56194,김밥 및 기타 간이 음식점업,I56,I56
F,음식,F04,분식,F040,NULL,F04006,튀김전문점,I56194,김밥 및 기타 간이 음식점업,I56,I56
F,음식,F05,휴게소/구내식당,F050,NULL,F05002,휴게소,I56199,간이음식 포장 판매 전문점,I56,I56
F,음식,F09,음식배달서비스,F090,NULL,F09001,야식집/배달전문점,I56199,간이음식 포장 판매 전문점,I56,I56
F,음식,F15,패스트푸드,F150,NULL,F15001,도시락전문점,I56199,간이음식 포장 판매 전문점,I56,I56
F,음식,F15,패스트푸드,F150,NULL,F15002,밥버거전문점,I56199,간이음식 포장 판매 전문점,I56,I56
F,음식,F15,패스트푸드,F150,NULL,F15007,컵밥전문점,I56199,간이음식 포장 판매 전문점,I56,I56
F,음식,F08,유흥주점,F080,NULL,F08001,나이트클럽/카바레,I56211,일반 유흥주점업,I56,I56
F,음식,F08,유흥주점,F080,NULL,F08002,룸살롱/단란주점,I56211,일반 유흥주점업,I56,I56
F,음식,F08,유흥주점,F080,NULL,F08003,빠/카페,I56211,일반 유흥주점업,I56,I56
F,음식,F08,유흥주점,F080,NULL,F08004,일반유흥주점,I56211,일반 유흥주점업,I56,I56
F,음식,F01,간이주점,F010,NULL,F01007,짝태/노가리전문점,I56213,생맥주 전문점,I56,I56
F,음식,F01,간이주점,F010,NULL,F01008,호프/맥주,I56213,생맥주 전문점,I56,I56
F,음식,F01,간이주점,F010,NULL,F01001,기타주점/포장마차,I56219,기타 주점업,I56,I56
F,음식,F01,간이주점,F010,NULL,F01002,꼬치구이전문점,I56219,기타 주점업,I56,I56
F,음식,F01,간이주점,F010,NULL,F01003,민속주점,I56219,기타 주점업,I56,I56
F,음식,F01,간이주점,F010,NULL,F01004,와인전문점,I56219,기타 주점업,I56,I56
F,음식,F01,간이주점,F010,NULL,F01005,이자까야,I56219,기타 주점업,I56,I56
F,음식,F01,간이주점,F010,NULL,F01006,전전문점,I56219,기타 주점업,I56,I56
F,음식,F14,커피/음료,F140,NULL,F14001,커피전문점,I56221,커피 전문점,I56,I56
F,음식,F14,커피/음료,F140,NULL,F14002,과일/허브/홍차전문점,I56229,기타 비알코올 음료점업,I56,I56
F,음식,F14,커피/음료,F140,NULL,F14003,밀크티/버블티전문점,I56229,기타 비알코올 음료점업,I56,I56
F,음식,F14,커피/음료,F140,NULL,F14004,빙수전문점,I56229,기타 비알코올 음료점업,I56,I56
F,음식,F14,커피/음료,F140,NULL,F14005,생과일주스전문점,I56229,기타 비알코올 음료점업,I56,I56
F,음식,F14,커피/음료,F140,NULL,F14006,스무디/쉐이크전문점,I56229,기타 비알코올 음료점업,I56,I56
F,음식,F14,커피/음료,F140,NULL,F14007,전통찻집/인삼찻집,I56229,기타 비알코올 음료점업,I56,I56
F,음식,F14,커피/음료,F140,NULL,F14008,일반아이스크림전문점,I56229,기타 비알코올 음료점업,I56,I56
F,음식,F14,커피/음료,F140,NULL,F14009,요거트아이스크림전문점,I56229,기타 비알코올 음료점업,I56,I56
S,서비스,S05,여가/오락서비스,S052,여가/관람,S05213,영화관,J59141,영화관 운영업,J,J59
S,서비스,S02,(정기)납부/대여서비스,S022,금융상품/서비스,S02201,기타금융기관,K65110,생명 보험업,K,K65
S,서비스,S02,(정기)납부/대여서비스,S022,금융상품/서비스,S02202,기타금융상품,K65110,생명 보험업,K,K65
S,서비스,S02,(정기)납부/대여서비스,S022,금융상품/서비스,S02203,보증보험,K65110,생명 보험업,K,K65
S,서비스,S02,(정기)납부/대여서비스,S022,금융상품/서비스,S02204,생명보험,K65110,생명 보험업,K,K65
S,서비스,S02,(정기)납부/대여서비스,S022,금융상품/서비스,S02205,손해보험,K65110,생명 보험업,K,K65
S,서비스,S02,(정기)납부/대여서비스,S022,금융상품/서비스,S02206,캐피탈/대부,K65110,생명 보험업,K,K65
S,서비스,S02,(정기)납부/대여서비스,S025,회비/지원금/기부금,S02501,비영리단체,K65122,보증 보험업,K,K65
S,서비스,S02,(정기)납부/대여서비스,S025,회비/지원금/기부금,S02502,연구소,K65122,보증 보험업,K,K65
S,서비스,S02,(정기)납부/대여서비스,S025,회비/지원금/기부금,S02503,종교단체,K65122,보증 보험업,K,K65
S,서비스,S02,(정기)납부/대여서비스,S025,회비/지원금/기부금,S02504,협회및단체,K65122,보증 보험업,K,K65
S,서비스,S02,(정기)납부/대여서비스,S020,공과금/요금,S02001,공과금,K66199,그 외 기타 금융 지원 서비스업,K,K66
S,서비스,S02,(정기)납부/대여서비스,S020,공과금/요금,S02002,관리비,K66199,그 외 기타 금융 지원 서비스업,K,K66
S,서비스,S02,(정기)납부/대여서비스,S020,공과금/요금,S02003,국세,K66199,그 외 기타 금융 지원 서비스업,K,K66
S,서비스,S02,(정기)납부/대여서비스,S020,공과금/요금,S02004,도시가스,K66199,그 외 기타 금융 지원 서비스업,K,K66
S,서비스,S02,(정기)납부/대여서비스,S020,공과금/요금,S02005,우편요금,K66199,그 외 기타 금융 지원 서비스업,K,K66
S,서비스,S02,(정기)납부/대여서비스,S020,공과금/요금,S02006,인터넷이용료,K66199,그 외 기타 금융 지원 서비스업,K,K66
S,서비스,S02,(정기)납부/대여서비스,S020,공과금/요금,S02007,전기/수도요금,K66199,그 외 기타 금융 지원 서비스업,K,K66
S,서비스,S02,(정기)납부/대여서비스,S020,공과금/요금,S02008,전화요금,K66199,그 외 기타 금융 지원 서비스업,K,K66
S,서비스,S02,(정기)납부/대여서비스,S020,공과금/요금,S02009,지방세,K66199,그 외 기타 금융 지원 서비스업,K,K66
S,서비스,S02,(정기)납부/대여서비스,S020,공과금/요금,S02010,케이블TV,K66199,그 외 기타 금융 지원 서비스업,K,K66
S,서비스,S01,(비정기)전문서비스,S012,부동산,S01201,부동산관리업,L68221,부동산 중개 및 대리업,L,L68
S,서비스,S01,(비정기)전문서비스,S012,부동산,S01202,부동산임대업,L68221,부동산 중개 및 대리업,L,L68
S,서비스,S01,(비정기)전문서비스,S012,부동산,S01203,부동산중개업,L68221,부동산 중개 및 대리업,L,L68
S,서비스,S01,(비정기)전문서비스,S014,전문서비스,S01401,변호사/법무사,M71101,변호사업,M,M71
S,서비스,S01,(비정기)전문서비스,S014,전문서비스,S01402,세무/회계사,M71101,변호사업,M,M71
S,서비스,S04,생활편의서비스,S040,광고/인쇄서비스,S04001,간판/광고,M71391,옥외 및 전시 광고업,M,M71
S,서비스,S01,(비정기)전문서비스,S014,전문서비스,S01403,정보서비스,M71531,경영 컨설팅업,M,M71
S,서비스,S01,(비정기)전문서비스,S014,전문서비스,S01404,컨설팅,M71531,경영 컨설팅업,M,M71
S,서비스,S06,의료서비스,S061,수의업,S06101,동물병원,M73100,수의업,M,M73
S,서비스,S04,생활편의서비스,S040,광고/인쇄서비스,S04002,사진관,M73301,인물사진 및 행사용 영상 촬영업,M,M73
S,서비스,S05,여가/오락서비스,S053,여행/유학,S05301,여행사,N75210,여행사업,N,N75
S,서비스,S01,(비정기)전문서비스,S011,보안경비,S01101,보안서비스,N75310,경비 및 경호 서비스업,N,N75
E,기타,E02,기업,E020,NULL,E02005,이벤트/마케팅,N75992,"전시, 컨벤션 및 행사 대행업",N,N75
S,서비스,S02,(정기)납부/대여서비스,S024,방송/미디어,S02403,연예엔터테인먼트,N75992,"전시, 컨벤션 및 행사 대행업",N,N75
S,서비스,S02,(정기)납부/대여서비스,S023,렌탈서비스,S02304,렌터카,N76110,자동차 임대업,N,N76
S,서비스,S02,(정기)납부/대여서비스,S023,렌탈서비스,S02305,정수기렌탈,N76299,그 외 기타 개인 및 가정용품 임대업,N,N76
S,서비스,S02,(정기)납부/대여서비스,S023,렌탈서비스,S02301,결혼복/의상임대,N76299,그 외 기타 개인 및 가정용품 임대업,N,N76
S,서비스,S02,(정기)납부/대여서비스,S023,렌탈서비스,S02302,기타렌탈서비스,N76299,그 외 기타 개인 및 가정용품 임대업,N,N76
S,서비스,S02,(정기)납부/대여서비스,S023,렌탈서비스,S02303,도서/음반대여,N76299,그 외 기타 개인 및 가정용품 임대업,N,N76
E,기타,E01,공공기관,E010,NULL,E01001,공공기관/시설,O84119,기타 일반 공공 행정,O,O84
E,기타,E02,기업,E020,NULL,E02002,기타기업,O84119,기타 일반 공공 행정,O,O84
E,기타,E02,기업,E020,NULL,E02003,무역업,O84119,기타 일반 공공 행정,O,O84
E,기타,E02,기업,E020,NULL,E02004,유통/물류,O84119,기타 일반 공공 행정,O,O84
E,기타,E02,기업,E020,NULL,E02007,조경/환경,O84119,기타 일반 공공 행정,O,O84
S,서비스,S03,교육서비스,S035,유아교육,S03501,공부방,P85110,유아 교육기관,P,P85
S,서비스,S03,교육서비스,S035,유아교육,S03502,기타유아교육,P85110,유아 교육기관,P,P85
S,서비스,S03,교육서비스,S035,유아교육,S03505,어린이집,P85110,유아 교육기관,P,P85
S,서비스,S03,교육서비스,S035,유아교육,S03506,유아전문교육시설,P85110,유아 교육기관,P,P85
S,서비스,S03,교육서비스,S035,유아교육,S03507,유치원,P85110,유아 교육기관,P,P85
S,서비스,S03,교육서비스,S037,학교,S03706,초등학교,P85120,초등학교,P,P85
S,서비스,S03,교육서비스,S037,학교,S03701,고등학교,P85212,일반 고등학교,P,P85
S,서비스,S03,교육서비스,S037,학교,S03705,중학교,P85212,일반 고등학교,P,P85
S,서비스,S03,교육서비스,S037,학교,S03703,대학.대학원,P85302,대학교,P,P85
S,서비스,S03,교육서비스,S037,학교,S03704,대학.대학원(등록금),P85302,대학교,P,P85
S,서비스,S03,교육서비스,S037,학교,S03702,기타학교,P85410,특수학교,P,P85
S,서비스,S03,교육서비스,S037,학교,S03707,특수학교,P85410,특수학교,P,P85
S,서비스,S03,교육서비스,S036,입시학원,S03601,고시학원,P85501,일반 교과 학원,P,P85
S,서비스,S03,교육서비스,S036,입시학원,S03602,교육컨설팅,P85501,일반 교과 학원,P,P85
S,서비스,S03,교육서비스,S036,입시학원,S03603,국어/논술학원,P85501,일반 교과 학원,P,P85
S,서비스,S03,교육서비스,S036,입시학원,S03604,기타단과학원,P85501,일반 교과 학원,P,P85
S,서비스,S03,교육서비스,S036,입시학원,S03605,수학학원,P85501,일반 교과 학원,P,P85
S,서비스,S03,교육서비스,S036,입시학원,S03606,영어학원,P85501,일반 교과 학원,P,P85
S,서비스,S03,교육서비스,S036,입시학원,S03607,종합학원,P85501,일반 교과 학원,P,P85
S,서비스,S03,교육서비스,S036,입시학원,S03608,편입학원,P85501,일반 교과 학원,P,P85
S,서비스,S03,교육서비스,S033,예체능계학원,S03301,검도도장,P85611,태권도 및 무술 교육기관,P,P85
S,서비스,S03,교육서비스,S033,예체능계학원,S03302,격투기도장,P85611,태권도 및 무술 교육기관,P,P85
S,서비스,S03,교육서비스,S033,예체능계학원,S03303,무용/댄스학원,P85611,태권도 및 무술 교육기관,P,P85
S,서비스,S03,교육서비스,S033,예체능계학원,S03306,유도/합기도장,P85611,태권도 및 무술 교육기관,P,P85
S,서비스,S03,교육서비스,S033,예체능계학원,S03307,태권도장,P85611,태권도 및 무술 교육기관,P,P85
S,서비스,S05,여가/오락서비스,S051,스포츠,S05118,요가/필라테스,P85612,기타 스포츠 교육기관,P,P85
S,서비스,S03,교육서비스,S033,예체능계학원,S03305,실용음악학원,P85621,음악학원,P,P85
S,서비스,S03,교육서비스,S033,예체능계학원,S03308,피아노/음악학원,P85621,음악학원,P,P85
S,서비스,S03,교육서비스,S033,예체능계학원,S03304,서예/미술학원,P85629,기타 예술학원,P,P85
S,서비스,S03,교육서비스,S034,외국어학원,S03401,성인영어/외국어학원,P85631,외국어학원,P,P85
S,서비스,S03,교육서비스,S034,외국어학원,S03402,일본어학원,P85631,외국어학원,P,P85
S,서비스,S03,교육서비스,S034,외국어학원,S03403,중국어학원,P85631,외국어학원,P,P85
S,서비스,S03,교육서비스,S035,유아교육,S03504,어린이영어학원,P85631,외국어학원,P,P85
S,서비스,S03,교육서비스,S030,기술/직업교육,S03004,자동차운전/연수,P85661,운전학원,P,P85
S,서비스,S03,교육서비스,S030,기술/직업교육,S03001,네일아트학원,P85669,기타 기술 및 직업훈련학원,P,P85
S,서비스,S03,교육서비스,S030,기술/직업교육,S03002,미용학원,P85669,기타 기술 및 직업훈련학원,P,P85
S,서비스,S03,교육서비스,S030,기술/직업교육,S03003,요리학원,P85669,기타 기술 및 직업훈련학원,P,P85
S,서비스,S03,교육서비스,S030,기술/직업교육,S03005,제과/제빵학원,P85669,기타 기술 및 직업훈련학원,P,P85
S,서비스,S03,교육서비스,S030,기술/직업교육,S03006,직업훈련소,P85669,기타 기술 및 직업훈련학원,P,P85
S,서비스,S03,교육서비스,S030,기술/직업교육,S03008,피부미용학원,P85669,기타 기술 및 직업훈련학원,P,P85
S,서비스,S03,교육서비스,S030,기술/직업교육,S03007,컴퓨터학원,P85691,컴퓨터학원,P,P85
S,서비스,S03,교육서비스,S031,기타교육,S03101,기타학원,P85699,그 외 기타 분류 안된 교육기관,P,P85
S,서비스,S03,교육서비스,S031,기타교육,S03102,문화센터,P85709,기타 교육지원 서비스업,P,P85
S,서비스,S03,교육서비스,S031,기타교육,S03103,인터넷강의,P85709,기타 교육지원 서비스업,P,P85
S,서비스,S03,교육서비스,S031,기타교육,S03104,학습지,P85709,기타 교육지원 서비스업,P,P85
S,서비스,S05,여가/오락서비스,S053,여행/유학,S05302,유학원,P85709,기타 교육지원 서비스업,P,P85
S,서비스,S06,의료서비스,S063,종합/요양병원,S06302,상급종합병원,Q86101,종합 병원,Q,Q86
S,서비스,S06,의료서비스,S063,종합/요양병원,S06303,양한방종합병원,Q86101,종합 병원,Q,Q86
S,서비스,S06,의료서비스,S063,종합/요양병원,S06304,일반종합병원,Q86101,종합 병원,Q,Q86
S,서비스,S06,의료서비스,S063,종합/요양병원,S06305,한방병원,Q86101,종합 병원,Q,Q86
S,서비스,S06,의료서비스,S060,병/의원,S06001,가정의학과,Q86201,일반 의원,Q,Q86
S,서비스,S06,의료서비스,S060,병/의원,S06002,내과,Q86201,일반 의원,Q,Q86
S,서비스,S06,의료서비스,S060,병/의원,S06003,마취통증의학과,Q86201,일반 의원,Q,Q86
S,서비스,S06,의료서비스,S060,병/의원,S06004,방사선과,Q86201,일반 의원,Q,Q86
S,서비스,S06,의료서비스,S060,병/의원,S06005,비뇨기과,Q86201,일반 의원,Q,Q86
S,서비스,S06,의료서비스,S060,병/의원,S06006,산부인과,Q86201,일반 의원,Q,Q86
S,서비스,S06,의료서비스,S060,병/의원,S06007,성형외과,Q86201,일반 의원,Q,Q86
S,서비스,S06,의료서비스,S060,병/의원,S06008,소아청소년과,Q86201,일반 의원,Q,Q86
S,서비스,S06,의료서비스,S060,병/의원,S06009,신경과,Q86201,일반 의원,Q,Q86
S,서비스,S06,의료서비스,S060,병/의원,S06010,신경외과,Q86201,일반 의원,Q,Q86
S,서비스,S06,의료서비스,S060,병/의원,S06011,안과의원,Q86201,일반 의원,Q,Q86
S,서비스,S06,의료서비스,S060,병/의원,S06012,영상의학과,Q86201,일반 의원,Q,Q86
S,서비스,S06,의료서비스,S060,병/의원,S06013,이비인후과,Q86201,일반 의원,Q,Q86
S,서비스,S06,의료서비스,S060,병/의원,S06014,일반외과,Q86201,일반 의원,Q,Q86
S,서비스,S06,의료서비스,S060,병/의원,S06015,일반의원,Q86201,일반 의원,Q,Q86
S,서비스,S06,의료서비스,S060,병/의원,S06016,재활의학과,Q86201,일반 의원,Q,Q86
S,서비스,S06,의료서비스,S060,병/의원,S06017,정신건강의학과,Q86201,일반 의원,Q,Q86
S,서비스,S06,의료서비스,S060,병/의원,S06018,정형외과,Q86201,일반 의원,Q,Q86
S,서비스,S06,의료서비스,S060,병/의원,S06020,피부과,Q86201,일반 의원,Q,Q86
S,서비스,S06,의료서비스,S060,병/의원,S06019,치과,Q86202,치과 의원,Q,Q86
S,서비스,S06,의료서비스,S060,병/의원,S06021,한의원,Q86203,한의원,Q,Q86
S,서비스,S06,의료서비스,S063,종합/요양병원,S06301,보건소,Q86300,공중 보건 의료업,Q,Q86
S,서비스,S06,의료서비스,S062,의료기타,S06204,상담/치료,Q86902,유사 의료업,Q,Q86
S,서비스,S06,의료서비스,S062,의료기타,S06201,건강진단센터,Q86909,그 외 기타 보건업,Q,Q86
S,서비스,S06,의료서비스,S062,의료기타,S06202,기타의료기관/서비스,Q86909,그 외 기타 보건업,Q,Q86
S,서비스,S06,의료서비스,S062,의료기타,S06207,유사의료업,Q86909,그 외 기타 보건업,Q,Q86
